N,종목명,현재가,전일비,등락률,액면가,시가,고가,매출액
1689.0,동원시스템즈우,28850.0,250.0,+0.87%,5000.0,28450.0,28850.0
1690.0,KODEX 모멘텀Plus,9500.0,45.0,-0.47%,0.0,9580.0,9580.0
1691.0,히어로즈 TDF2030액티브,10110.0,120.0,-1.17%,0.0,10230.0,10230.0
1692.0,MASTER 테크미디어텔레콤액티브,7900.0,50.0,-0.63%,0.0,7950.0,7995.0
1693.0,KOSEF 차이나A50커넥트레버리지MSCI(합성H),9985.0,0.0,0.00%,0.0,9985.0,9985.0
1694.0,KODEX Fn웹툰&드라마,4980.0,40.0,-0.80%,0.0,5070.0,5095.0
1695.0,ARIRANG 글로벌MSCI(합성 H),14610.0,150.0,-1.02%,0.0,14385.0,14680.0
1696.0,남선알미우,24100.0,300.0,+1.26%,500.0,24250.0,24250.0
1697.0,TRUE 코스닥 150 ETN,7395.0,5.0,+0.07%,0.0,7415.0,7415.0
1698.0,HANARO Fn K-푸드,9235.0,5.0,-0.05%,0.0,9240.0,9260.0
1699.0,신한 인버스 2X 10년 국채선물 ETN,10550.0,20.0,+0.19%,0.0,10550.0,10550.0
1700.0,ACE 밸류대형,8200.0,25.0,+0.31%,0.0,8210.0,8220.0
1701.0,ACE 미국스팩&IPO INDXX,6105.0,55.0,-0.89%,0.0,6115.0,6120.0
1702.0,KOSEF 차이나A50커넥트인버스MSCI(합성 H),9745.0,0.0,0.00%,0.0,9745.0,9745.0
1703.0,WOORI 미국S&P500,9745.0,50.0,-0.51%,0.0,9755.0,9765.0
1704.0,HANARO Fn K-메타버스MZ,6955.0,105.0,-1.49%,0.0,7055.0,7105.0
1705.0,KBSTAR 주식혼합,36495.0,40.0,+0.11%,0.0,36640.0,36640.0
1706.0,SOL 한국형글로벌반도체액티브,9335.0,45.0,+0.48%,0.0,9290.0,9415.0
1707.0,금강공업우,12300.0,300.0,+2.50%,1000.0,11900.0,12400.0
1708.0,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,7240.0,125.0,+1.76%,0.0,7065.0,7240.0
1709.0,KODEX 밸류Plus,8045.0,20.0,-0.25%,0.0,8100.0,8100.0
1710.0,KODEX 미국채울트라30년선물인버스(H),10300.0,25.0,+0.24%,0.0,10330.0,10345.0
1711.0,KODEX MSCI밸류,10295.0,30.0,-0.29%,0.0,10420.0,10420.0
1712.0,KBSTAR 글로벌농업경제MV,10295.0,45.0,-0.44%,0.0,10325.0,10325.0
1713.0,TIGER 경기방어채권혼합,8995.0,30.0,-0.33%,0.0,9010.0,9010.0
1714.0,UNICORN R&D 액티브,10275.0,5.0,+0.05%,0.0,10330.0,10330.0
1715.0,TIGER 금은선물(H),8990.0,30.0,-0.33%,0.0,8975.0,9050.0
1716.0,대신 2X 철광석 선물 ETN(H),7185.0,235.0,+3.38%,0.0,6920.0,7190.0
1717.0,노루페인트우,15500.0,200.0,-1.27%,500.0,15700.0,15700.0
1718.0,KBSTAR KRX300미국달러선물혼합,14340.0,40.0,-0.28%,0.0,14395.0,14435.0
1719.0,HANARO KRX300,14340.0,35.0,+0.24%,0.0,14385.0,14485.0
1720.0,신한 인버스 2X S&P500 선물 ETN,3575.0,75.0,+2.14%,0.0,3575.0,3580.0
1721.0,ARIRANG K-유니콘투자기업액티브,9530.0,75.0,-0.78%,0.0,9530.0,9530.0
1722.0,메리츠 STAR 50 ETN,7145.0,0.0,0.00%,0.0,7145.0,7145.0
1723.0,ACE 스마트퀄리티,14265.0,10.0,+0.07%,0.0,14325.0,14325.0
1724.0,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,7110.0,40.0,-0.56%,0.0,7150.0,7370.0
1725.0,마이다스 200커버드콜5%OTM,11845.0,20.0,-0.17%,0.0,11880.0,11950.0
1726.0,ARIRANG KS밸류가중TR,14170.0,15.0,+0.11%,0.0,14185.0,14320.0
1727.0,ARIRANG KS로우사이즈가중TR,14145.0,10.0,-0.07%,0.0,14180.0,14265.0
1728.0,TIGER KTOP30,8320.0,15.0,-0.18%,0.0,8335.0,8425.0
1729.0,메리츠 국채30년 ETN,7050.0,80.0,+1.15%,0.0,6960.0,7050.0
1730.0,KODEX 차이나메타버스액티브,9400.0,100.0,+1.08%,0.0,9300.0,9580.0
1731.0,KBSTAR 200IT,13040.0,10.0,+0.08%,0.0,13140.0,13210.0
1732.0,마이다스 KoreaStock중소형액티브,18750.0,45.0,-0.24%,0.0,18880.0,19000.0
1733.0,계양전기우,5020.0,0.0,0.00%,500.0,4925.0,5020.0
1734.0,SOL 한국형글로벌전기차&2차전지액티브,9490.0,65.0,-0.68%,0.0,9530.0,9600.0
1735.0,메리츠 레버리지 국채30년 ETN,4680.0,90.0,+1.96%,0.0,4490.0,4680.0
1736.0,HANARO 미국S&P500,10020.0,115.0,-1.13%,0.0,10045.0,10055.0
1737.0,KODEX Fn멀티팩터,11640.0,0.0,0.00%,0.0,11640.0,11640.0
1738.0,ACE 중국본토CSI300레버리지(합성),3325.0,10.0,+0.30%,0.0,3290.0,3335.0
1739.0,메리츠 레버리지 미국채30년 ETN(H),6980.0,40.0,-0.57%,0.0,6900.0,6980.0
1740.0,KOSEF 독일DAX,9300.0,0.0,0.00%,0.0,9270.0,9330.0
1741.0,WOORI 미국S&P우주항공&디펜스,9930.0,15.0,-0.15%,0.0,9950.0,9950.0
1742.0,한양증권우,13150.0,750.0,-5.40%,5000.0,13700.0,13700.0
1743.0,ACE 스마트로우볼,13795.0,20.0,+0.15%,0.0,13830.0,13830.0
1744.0,TRUE 베트남 VN30 선물 ETN(H),6885.0,55.0,-0.79%,0.0,6950.0,6950.0
1745.0,ARIRANG S&P글로벌인프라,13765.0,265.0,-1.89%,0.0,13880.0,13880.0
1746.0,메리츠 레버리지 미국채10년 ETN(H),6880.0,50.0,-0.72%,0.0,6845.0,6880.0
1747.0,KB 레버리지 KRX 리츠 TOP 10 ETN,6865.0,115.0,+1.70%,0.0,6750.0,6865.0
1748.0,TIGER 코스피중형주,13670.0,40.0,-0.29%,0.0,13650.0,13765.0
1749.0,ACE 스마트모멘텀,13635.0,30.0,+0.22%,0.0,13660.0,13660.0
1750.0,마이티 코스피100,24220.0,0.0,0.00%,0.0,24220.0,24220.0
1751.0,TIGER 라틴35,3975.0,10.0,+0.25%,0.0,3995.0,4000.0
1752.0,히어로즈 글로벌리츠이지스액티브,8995.0,85.0,-0.94%,0.0,9040.0,9060.0
1753.0,ACE 일본TOPIX인버스(합성 H),3965.0,15.0,+0.38%,0.0,3950.0,3965.0
1754.0,KBSTAR 글로벌데이터센터리츠나스닥(합성),10365.0,165.0,-1.57%,0.0,10390.0,10390.0
1755.0,KBSTAR KRX기후변화솔루션,9590.0,20.0,+0.21%,0.0,9650.0,9700.0
1756.0,HANARO Fn5G산업,11170.0,5.0,-0.04%,0.0,11275.0,11275.0
1757.0,KOSEF 차이나A50커넥트MSCI,8930.0,0.0,0.00%,0.0,8930.0,8930.0
1758.0,파워 고배당저변동성,27795.0,10.0,+0.04%,0.0,27655.0,28040.0
1759.0,신한 레버리지 10년 국채선물 ETN,9520.0,25.0,-0.26%,0.0,9485.0,9520.0
1760.0,HANARO 원자력iSelect,10245.0,20.0,-0.19%,0.0,10315.0,10410.0
1761.0,대원전선우,2535.0,0.0,0.00%,500.0,2550.0,2550.0
1762.0,금호건설우,22700.0,50.0,+0.22%,5000.0,23400.0,23400.0
1763.0,TIGER 모멘텀,22110.0,65.0,+0.29%,0.0,22235.0,22240.0
1764.0,TIGER 의료기기,13240.0,50.0,-0.38%,0.0,13350.0,13350.0
1765.0,코리아써키트2우B,8430.0,110.0,-1.29%,500.0,8810.0,8810.0
1766.0,HANARO Fn조선해운,9410.0,45.0,+0.48%,0.0,9460.0,9480.0
1767.0,KB 레버리지 구리 선물 ETN(H),13080.0,480.0,-3.54%,0.0,12860.0,13130.0
1768.0,HANARO 농업융복합산업,11870.0,30.0,+0.25%,0.0,11900.0,11990.0
1769.0,JW중외제약2우B,63200.0,300.0,+0.48%,2500.0,62900.0,63400.0
1770.0,깨끗한나라우,17750.0,0.0,0.00%,1000.0,17700.0,17750.0
1771.0,JW중외제약우,35550.0,150.0,-0.42%,2500.0,36000.0,36000.0
1772.0,KODEX 경기소비재,9255.0,65.0,-0.70%,0.0,9300.0,9345.0
1773.0,KBSTAR 수출주,10760.0,15.0,+0.14%,0.0,10780.0,10845.0
1774.0,서울식품우,2890.0,35.0,-1.20%,100.0,2925.0,2925.0
1775.0,KB 레버리지 은 선물 ETN(H),12775.0,230.0,-1.77%,0.0,12540.0,12775.0
1776.0,MASTER 스마트커머스액티브,7490.0,70.0,-0.93%,0.0,7560.0,7575.0
1777.0,KOSEF 미국ETF산업STOXX,10515.0,260.0,-2.41%,0.0,10610.0,10610.0
1778.0,크라운해태홀딩스우,10500.0,0.0,0.00%,500.0,10500.0,10500.0
1779.0,ARIRANG 심천차이넥스트(합성),10475.0,55.0,+0.53%,0.0,10365.0,10505.0
1780.0,KBSTAR 차이나항셍테크,5465.0,85.0,+1.58%,0.0,5510.0,5665.0
1781.0,ACE 코스닥(합성),10460.0,50.0,-0.48%,0.0,10510.0,10510.0
1782.0,TIGER 200에너지화학레버리지,12545.0,55.0,-0.44%,0.0,12700.0,12960.0
1783.0,현대비앤지스틸우,57000.0,600.0,-1.04%,5000.0,57100.0,57100.0
1784.0,ARIRANG 스마트베타Quality채권혼합,10405.0,10.0,-0.10%,0.0,10415.0,10430.0
1785.0,KBSTAR 5대그룹주,6240.0,0.0,0.00%,0.0,6275.0,6310.0
1786.0,KBSTAR V&S셀렉트밸류,12445.0,40.0,+0.32%,0.0,12455.0,12535.0
1787.0,하이트진로홀딩스우,13100.0,0.0,0.00%,5000.0,13100.0,13100.0
1788.0,ARIRANG 신흥국MSCI인버스(합성 H),11725.0,135.0,+1.16%,0.0,11690.0,11725.0
1789.0,신한 인버스 2X 금 선물 ETN,6010.0,20.0,+0.33%,0.0,6050.0,6055.0
1790.0,KBSTAR 200커뮤니케이션서비스,11535.0,200.0,-1.70%,0.0,11675.0,11675.0
1791.0,KOSEF 코스닥150선물인버스,9365.0,110.0,+1.19%,0.0,9255.0,9365.0
1792.0,KODEX MSCI모멘텀,9980.0,0.0,0.00%,0.0,9980.0,9980.0
1793.0,TIGER 200커버드콜ATM,8505.0,5.0,+0.06%,0.0,8490.0,8525.0
1794.0,TIGER 200커뮤니케이션서비스,18510.0,155.0,-0.83%,0.0,18660.0,18715.0
1795.0,ACE 스마트하이베타,11770.0,5.0,+0.04%,0.0,11825.0,11825.0
1796.0,ACE Fn성장소비주도주,5830.0,75.0,-1.27%,0.0,5890.0,5890.0
1797.0,TIGER 차이나항셍25,12800.0,105.0,-0.81%,0.0,13005.0,13080.0
1798.0,KB KOSPI 200 선물 ETN,8210.0,40.0,-0.48%,0.0,8265.0,8265.0
1799.0,TRUE 인버스 나스닥 100 ETN,5745.0,35.0,+0.61%,0.0,5740.0,5750.0
1800.0,TIGER 코스닥150IT,12995.0,105.0,-0.80%,0.0,13155.0,13205.0
1801.0,삼성 HSCEI ETN(H),5715.0,90.0,+1.60%,0.0,5825.0,5825.0
1802.0,KOSEF 릭소글로벌디지털경제MSCI,7110.0,145.0,-2.00%,0.0,7175.0,7185.0
1803.0,TIGER 200커버드콜5%OTM,11370.0,25.0,-0.22%,0.0,11420.0,11440.0
1804.0,TIGER 200 산업재,6430.0,15.0,+0.23%,0.0,6440.0,6475.0
1805.0,KODEX 200 중소형,11315.0,5.0,+0.04%,0.0,11290.0,11395.0
1806.0,KBSTAR 200에너지화학,10870.0,20.0,-0.18%,0.0,10930.0,11010.0
1807.0,KBSTAR 유로스탁스50(H),10245.0,35.0,-0.34%,0.0,10255.0,10365.0
1808.0,ACE 싱가포르리츠채권혼합모닝스타,9300.0,40.0,+0.43%,0.0,9245.0,9300.0
1809.0,하나 KRX BBIG K-뉴딜 ETN,5570.0,80.0,-1.42%,0.0,5620.0,5620.0
1810.0,SK네트웍스우,49000.0,1100.0,+2.30%,2500.0,49500.0,51700.0
1811.0,TRUE 인버스 유로스탁스50 ETN(H) B,5530.0,10.0,+0.18%,0.0,5555.0,5555.0
1812.0,ACE 국채선물10년인버스,109850.0,170.0,+0.15%,0.0,109850.0,109850.0
1813.0,TIGER 코스피대형주,12190.0,20.0,+0.16%,0.0,12265.0,12275.0
1814.0,KBSTAR 차이나H선물인버스(H),13685.0,35.0,+0.26%,0.0,13515.0,13685.0
1815.0,ARIRANG K리츠Fn,7280.0,55.0,+0.76%,0.0,7260.0,7285.0
1816.0,KB KOSDAQ 150 선물 ETN,7780.0,25.0,+0.32%,0.0,7835.0,7835.0
1817.0,KBSTAR 헬스케어,10890.0,45.0,-0.41%,0.0,10955.0,10980.0
1818.0,KBSTAR 미국장기국채선물(H),9075.0,15.0,-0.17%,0.0,9090.0,9090.0
1819.0,KOSEF 200선물인버스,6250.0,10.0,+0.16%,0.0,6245.0,6255.0
1820.0,메리츠 레버리지 KRX300 선물 ETN,5370.0,25.0,-0.46%,0.0,5460.0,5460.0
1821.0,HANARO 글로벌백신치료제MSCI,10735.0,0.0,0.00%,0.0,10735.0,10735.0
1822.0,삼성 KRX BBIG K-뉴딜 ETN,5360.0,130.0,-2.37%,0.0,5445.0,5445.0
1823.0,ARIRANG 글로벌D램반도체iSelect,10710.0,115.0,-1.06%,0.0,10735.0,10850.0
1824.0,미래에셋 인버스 전기전자 Core5 ETN,2675.0,5.0,+0.19%,0.0,2665.0,2675.0
1825.0,KBSTAR Fn창업투자회사,7020.0,35.0,-0.50%,0.0,7125.0,7125.0
1826.0,HK 베스트일레븐액티브,7615.0,0.0,0.00%,0.0,7615.0,7615.0
1827.0,HANARO KRX기후변화솔루션,9600.0,25.0,+0.26%,0.0,9670.0,9740.0
1828.0,ARIRANG 코스닥150선물인버스,8095.0,70.0,+0.87%,0.0,8025.0,8115.0
1829.0,ACE 국채선물3년인버스,105160.0,80.0,+0.08%,0.0,105180.0,105240.0
1830.0,노루홀딩스우,21550.0,300.0,-1.37%,500.0,22000.0,22150.0
1831.0,KBSTAR 200중공업,9345.0,35.0,+0.38%,0.0,9315.0,9440.0
1832.0,KBSTAR 200고배당커버드콜ATM,7460.0,15.0,+0.20%,0.0,7440.0,7460.0
1833.0,HK S&P코리아로우볼,11600.0,0.0,0.00%,0.0,11600.0,11600.0
1834.0,TRUE 인버스 2X 유로스탁스50 ETN(H),2605.0,5.0,+0.19%,0.0,2605.0,2605.0
1835.0,KBSTAR 우량업종,10340.0,20.0,+0.19%,0.0,10335.0,10410.0
1836.0,ACE 필리핀MSCI(합성),12845.0,95.0,+0.75%,0.0,12760.0,12845.0
1837.0,KB 레버리지 FANG 플러스 ETN(H),10260.0,10.0,+0.10%,0.0,11000.0,11000.0
1838.0,CJ씨푸드1우,25600.0,400.0,+1.59%,500.0,25500.0,25700.0
1839.0,TIGER 200 경기소비재,14210.0,40.0,+0.28%,0.0,14175.0,14230.0
1840.0,삼성 항셍테크 ETN(H),5110.0,225.0,+4.61%,0.0,5230.0,5260.0
1841.0,동부건설우,22500.0,50.0,+0.22%,5000.0,22450.0,22500.0
1842.0,ARIRANG 코스피,25220.0,20.0,-0.08%,0.0,25270.0,25495.0
1843.0,KBSTAR 미국장기국채선물인버스2X(합성 H),9160.0,155.0,+1.72%,0.0,9215.0,9215.0
1844.0,KODEX K-이노베이션액티브,9910.0,65.0,-0.65%,0.0,9970.0,10000.0
1845.0,SOL 한국형글로벌플랫폼&메타버스액티브,8840.0,125.0,-1.39%,0.0,9135.0,9135.0
1846.0,유유제약2우B,15150.0,200.0,-1.30%,1000.0,15500.0,15500.0
1847.0,KBSTAR TDF2030액티브,9850.0,30.0,+0.31%,0.0,9965.0,9965.0
1848.0,KBSTAR TDF2040액티브,9840.0,25.0,+0.25%,0.0,9965.0,9965.0
1849.0,KBSTAR TDF2050액티브,9800.0,15.0,-0.15%,0.0,9940.0,9940.0
1850.0,ACE 차이나항셍테크,5445.0,30.0,+0.55%,0.0,5530.0,5660.0
1851.0,성문전자우,8160.0,10.0,+0.12%,500.0,8200.0,8200.0
1852.0,TIGER 일본TOPIX헬스케어(합성),12215.0,130.0,+1.08%,0.0,12140.0,12215.0
1853.0,KODEX MSCI퀄리티,8125.0,45.0,+0.56%,0.0,8155.0,8155.0
1854.0,ACE Fn5G플러스,6850.0,30.0,-0.44%,0.0,6935.0,6970.0
1855.0,ARIRANG KS로우볼가중TR,11815.0,25.0,+0.21%,0.0,11830.0,11935.0
1856.0,QV 인버스 레버리지 S&P500 ETN,2350.0,20.0,+0.86%,0.0,2400.0,2400.0
1857.0,KOSEF 코스닥150선물레버리지,3450.0,100.0,-2.82%,0.0,3580.0,3580.0
1858.0,히어로즈 리츠이지스액티브,7170.0,80.0,+1.13%,0.0,7155.0,7175.0
1859.0,흥국화재우,6050.0,10.0,-0.17%,5000.0,6020.0,6060.0
1860.0,KBSTAR 200경기소비재,8915.0,40.0,+0.45%,0.0,8905.0,8950.0
1861.0,KODEX MSCI EM선물(H),7605.0,120.0,+1.60%,0.0,7725.0,7725.0
1862.0,HANARO Fn골프테마,6500.0,60.0,-0.91%,0.0,6535.0,6540.0
1863.0,ARIRANG KS퀄리티가중TR,12950.0,20.0,+0.15%,0.0,12955.0,13070.0
1864.0,KBSTAR Fn K-뉴딜디지털플러스,9055.0,45.0,-0.49%,0.0,9140.0,9150.0
1865.0,TIGER 방송통신,8030.0,80.0,+1.01%,0.0,8060.0,8070.0
1866.0,KODEX 멀티에셋하이인컴(H),8905.0,10.0,-0.11%,0.0,8915.0,8915.0
1867.0,SOL 중국본토 중소형 CSI500(합성 H),4945.0,45.0,+0.92%,0.0,4950.0,4950.0
1868.0,TIGER 증권,3415.0,10.0,+0.29%,0.0,3405.0,3430.0
1869.0,KODEX 골드선물인버스(H),7365.0,10.0,+0.14%,0.0,7360.0,7380.0
1870.0,KBSTAR Fn플랫폼테마,7115.0,95.0,-1.32%,0.0,7220.0,7240.0
1871.0,KODEX 국채선물3년인버스,52385.0,0.0,0.00%,0.0,52385.0,52385.0
1872.0,ACE 베트남VN30선물블룸버그레버리지(H),7150.0,45.0,+0.63%,0.0,7265.0,7295.0
1873.0,ARIRANG 200동일가중,9330.0,25.0,-0.27%,0.0,9335.0,9395.0
1874.0,ACE 인버스,5960.0,20.0,+0.34%,0.0,5945.0,5960.0
1875.0,진흥기업우B,4865.0,105.0,-2.11%,500.0,4970.0,4970.0
1876.0,HANARO 미국메타버스iSelect,8315.0,140.0,-1.66%,0.0,8385.0,8385.0
1877.0,ARIRANG 국채선물3년,51890.0,15.0,-0.03%,0.0,51890.0,51890.0
1878.0,HK 하이볼액티브,7540.0,0.0,0.00%,0.0,7540.0,7540.0
1879.0,TIGER 200 생활소비재,8575.0,45.0,-0.52%,0.0,8585.0,8630.0
1880.0,동양2우B,13200.0,200.0,+1.54%,500.0,13050.0,13200.0
1881.0,KBSTAR 코스닥150선물인버스,5410.0,75.0,+1.41%,0.0,5335.0,5415.0
1882.0,ARIRANG 글로벌수소&차세대연료전지MV,8100.0,55.0,-0.67%,0.0,8085.0,8125.0
1883.0,ARIRANG 코스피중형주,10080.0,30.0,-0.30%,0.0,10095.0,10165.0
1884.0,KBSTAR 미국장기국채선물인버스(H),9990.0,30.0,+0.30%,0.0,10010.0,10010.0
1885.0,ARIRANG 글로벌희토류전략자원기업MV,8875.0,15.0,-0.17%,0.0,8895.0,8935.0
1886.0,마이티 200커버드콜ATM레버리지,6600.0,0.0,0.00%,0.0,6600.0,6600.0
1887.0,동양우,6390.0,20.0,+0.31%,500.0,6390.0,6410.0
1888.0,미래에셋 인버스 원유선물혼합 ETN(H),3940.0,70.0,+1.81%,0.0,3935.0,3985.0
1889.0,KODEX 국채선물10년인버스,53890.0,155.0,+0.29%,0.0,53920.0,53935.0
1890.0,진흥기업2우B,13000.0,150.0,-1.14%,500.0,13000.0,13000.0
1891.0,KODEX 퀄리티Plus,7625.0,45.0,-0.59%,0.0,7695.0,7695.0
1892.0,ARIRANG KS모멘텀가중TR,12560.0,40.0,+0.32%,0.0,12565.0,12690.0
1893.0,TIGER 금속선물(H),6250.0,70.0,-1.11%,0.0,6290.0,6290.0
1894.0,KBSTAR 중소형고배당,10695.0,5.0,-0.05%,0.0,10695.0,10755.0
1895.0,TIGER KRX BBIG K-뉴딜레버리지,3545.0,110.0,-3.01%,0.0,3660.0,3685.0
1896.0,KBSTAR 200금융,7645.0,25.0,+0.33%,0.0,7605.0,7680.0
1897.0,HANARO 코스닥150선물레버리지,6955.0,195.0,-2.73%,0.0,7215.0,7215.0
1898.0,KBSTAR 미국장기국채선물레버리지(합성 H),7550.0,40.0,-0.53%,0.0,7410.0,7570.0
1899.0,KBSTAR 팔라듐선물(H),11145.0,175.0,-1.55%,0.0,11165.0,11195.0
1900.0,TIGER 지주회사,9440.0,40.0,-0.42%,0.0,9465.0,9505.0
1901.0,TRUE 레버리지 HSCEI ETN(H),3195.0,15.0,+0.47%,0.0,3295.0,3315.0
1902.0,ARIRANG 탄소효율그린뉴딜,7755.0,5.0,+0.06%,0.0,7770.0,7840.0
1903.0,FOCUS 혁신기업액티브,7605.0,10.0,-0.13%,0.0,7635.0,7635.0
1904.0,TIGER 가격조정,21425.0,0.0,0.00%,0.0,21425.0,21425.0
1905.0,ARIRANG 중형주저변동50,9945.0,20.0,-0.20%,0.0,9955.0,10010.0
1906.0,흥국화재2우B,19400.0,750.0,-3.72%,5000.0,19750.0,19800.0
1907.0,KBSTAR 글로벌원자력iSelect,9625.0,275.0,-2.78%,0.0,9575.0,9665.0
1908.0,ARIRANG 주도업종,8005.0,20.0,+0.25%,0.0,7995.0,8085.0
1909.0,KBSTAR 200건설,11660.0,30.0,+0.26%,0.0,11785.0,11785.0
1910.0,삼성 레버리지 HSCEI ETN(H),2740.0,50.0,-1.79%,0.0,2855.0,2885.0
1911.0,KBSTAR 200철강소재,8270.0,5.0,-0.06%,0.0,8365.0,8370.0
1912.0,하나 레버리지 KRX BBIG K-뉴딜 ETN,2635.0,0.0,0.00%,0.0,2635.0,2635.0
1913.0,ARIRANG KRX300헬스케어,8720.0,60.0,-0.68%,0.0,8770.0,8815.0
1914.0,KB 레버리지 KRX BBIG K-뉴딜 ETN,2580.0,80.0,-3.01%,0.0,2780.0,2780.0
1915.0,삼성 레버리지 KRX BBIG K-뉴딜 ETN,2580.0,70.0,-2.64%,0.0,2640.0,2670.0
1916.0,ARIRANG TDF2040액티브,10010.0,25.0,-0.25%,0.0,10035.0,10035.0
1917.0,ARIRANG TDF2030액티브,9975.0,15.0,-0.15%,0.0,10160.0,10160.0
1918.0,ARIRANG ESG우수기업,8260.0,5.0,+0.06%,0.0,8225.0,8310.0
1919.0,ARIRANG TDF2060액티브,10195.0,25.0,-0.24%,0.0,10405.0,10405.0
1920.0,ARIRANG TDF2050액티브,10100.0,25.0,-0.25%,0.0,10310.0,10310.0
1921.0,신한 인버스 브렌트원유 선물 ETN(H),2355.0,25.0,+1.07%,0.0,2355.0,2380.0
1922.0,ARIRANG 미국대체투자Top10MV,10920.0,100.0,-0.91%,0.0,10995.0,10995.0
1923.0,ARIRANG 코스닥150,10670.0,115.0,-1.07%,0.0,10810.0,10855.0
1924.0,KBSTAR 모멘텀로우볼,13430.0,50.0,+0.37%,0.0,13395.0,13510.0
1925.0,KBSTAR 팔라듐선물인버스(H),3980.0,115.0,+2.98%,0.0,4005.0,4005.0
1926.0,KBSTAR 모멘텀밸류,12695.0,75.0,+0.59%,0.0,12665.0,12780.0
1927.0,ARIRANG 글로벌인공지능산업MV,8505.0,175.0,-2.02%,0.0,8555.0,8555.0
1928.0,KBSTAR 200생활소비재,6520.0,5.0,-0.08%,0.0,6525.0,6560.0
1929.0,KBSTAR 200산업재,11710.0,45.0,+0.39%,0.0,11665.0,11810.0
